,level_0,index,id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
292,7587,12977,74682008,2021/04/20 12:30 PM EDT,2021-04-20,2021-04-20 16:30:00 UTC,Eastern Time (US & Canada),521996,brennafarrell,2021-04-20 22:38:51 UTC,2021-07-27 23:31:45 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/74682008,https://static.inaturalist.org/photos/122085244/medium.jpeg,https://static.inaturalist.org/sounds/283178.mp3?1627428674,,,1,0,False,,"Somerton, Philadelphia, PA 19116, USA",40.1230062431,-75.0211577867,20.0,,,,20.0,,open,False,,,American Goldfinch,Spinus tristis,American Goldfinch,Aves,145310
293,7588,12978,74687913,2021/04/20 12:37 PM EDT,2021-04-20,2021-04-20 16:37:00 UTC,Eastern Time (US & Canada),521996,brennafarrell,2021-04-20 23:43:19 UTC,2021-04-20 23:57:49 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/74687913,https://static.inaturalist.org/photos/122094003/medium.jpeg,,,,1,0,False,,"Somerton, Philadelphia, PA 19116, USA",40.1236089748,-75.0223836739,100.0,,,,100.0,,open,False,,,Red-tailed Hawk,Buteo jamaicensis,Red-tailed Hawk,Aves,5212
294,7589,12979,74688958,Tue Apr 20 2021 19:38:22 GMT-0400 (EDT),2021-04-20,2021-04-20 23:38:22 UTC,Eastern Time (US & Canada),404601,kmv,2021-04-20 23:55:25 UTC,2021-04-21 00:01:25 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/74688958,https://inaturalist-open-data.s3.amazonaws.com/photos/122099450/medium.jpg,,,,1,0,False,3.0,"Woodward Pines, Philadelphia, PA, US",40.06685,-75.2023916667,10.0,,,,10.0,,open,False,,,American Robin,Turdus migratorius,American Robin,Aves,12727
295,7590,12980,74693571,Tue Apr 20 2021 17:06:56 GMT-0400 (EDT),2021-04-20,2021-04-20 21:06:56 UTC,Eastern Time (US & Canada),3779202,acdelgrosso,2021-04-21 00:50:29 UTC,2021-05-02 00:25:20 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/74693571,https://inaturalist-open-data.s3.amazonaws.com/photos/122107697/medium.jpg,,,3401 Walnut St,2,0,False,3.0,"Walnut St, Philadelphia, PA, US",39.9514099074,-75.180097643,23.0,,,,23.0,,open,False,,,White-throated Sparrow,Zonotrichia albicollis,White-throated Sparrow,Aves,9184
296,7591,12981,74695472,2021/04/20 12:54 PM EDT,2021-04-20,2021-04-20 16:54:00 UTC,Eastern Time (US & Canada),521996,brennafarrell,2021-04-21 01:14:33 UTC,2021-04-21 01:36:52 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/74695472,https://static.inaturalist.org/photos/122112768/medium.jpeg,,,,1,0,False,,"Somerton, Philadelphia, PA 19116, USA",40.1251524449,-75.0240557521,10.0,,,,10.0,,open,False,,,American Robin,Turdus migratorius,American Robin,Aves,12727
297,7592,12982,74695473,2021/04/20 12:55 PM EDT,2021-04-20,2021-04-20 16:55:00 UTC,Eastern Time (US & Canada),521996,brennafarrell,2021-04-21 01:14:33 UTC,2021-04-21 01:26:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/74695473,https://static.inaturalist.org/photos/122110587/medium.jpeg,,,2,1,0,False,,"Somerton, Philadelphia, PA 19116, USA",40.1254155362,-75.0236761657,20.0,,,,20.0,,open,False,,,geai bleu,Cyanocitta cristata,Blue Jay,Aves,8229
298,7595,12990,74700517,2021/04/20 1:07 PM EDT,2021-04-20,2021-04-20 17:07:00 UTC,Eastern Time (US & Canada),521996,brennafarrell,2021-04-21 02:16:09 UTC,2021-04-21 04:27:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/74700517,https://static.inaturalist.org/photos/122117081/medium.jpeg,,,,1,0,False,,"Somerton, Philadelphia, PA 19116, USA",40.1213900451,-75.0272517581,60.0,,,,60.0,,open,False,,,American Robin,Turdus migratorius,American Robin,Aves,12727
299,7597,12992,74700522,2021/04/20 1:13 PM EDT,2021-04-20,2021-04-20 17:13:00 UTC,Eastern Time (US & Canada),521996,brennafarrell,2021-04-21 02:16:10 UTC,2021-09-05 14:37:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/74700522,https://static.inaturalist.org/photos/122118038/medium.jpeg,,,,2,0,False,,"Somerton, Philadelphia, PA 19116, USA",40.1192754083,-75.0249906724,60.0,,,,60.0,,open,False,,,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
300,7603,12998,74727262,Wed Apr 21 2021 08:00:32 GMT-0400 (EDT),2021-04-21,2021-04-21 12:00:32 UTC,Eastern Time (US & Canada),3779202,acdelgrosso,2021-04-21 12:06:11 UTC,2021-05-02 00:25:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/74727262,https://inaturalist-open-data.s3.amazonaws.com/photos/122169233/medium.jpg,,,"2301 Market Street (PECO Building)
",2,0,False,3.0,"Market St, Philadelphia, PA, US",39.9543198997,-75.1783662662,26.0,,,,26.0,,open,False,,,White-throated Sparrow,Zonotrichia albicollis,White-throated Sparrow,Aves,9184
301,7608,13009,74865360,Thu Apr 22 2021 15:25:57 GMT-0400 (EDT),2021-04-22,2021-04-22 19:25:57 UTC,Eastern Time (US & Canada),2822440,atartaro,2021-04-22 19:27:27 UTC,2021-04-25 10:20:49 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/74865360,https://inaturalist-open-data.s3.amazonaws.com/photos/122412221/medium.jpg,,,,2,0,False,3.0,"The Schuylkill Center For Environmental Education, Philadelphia, PA, US",40.0561727537,-75.2517672815,5.0,,,,5.0,,open,False,,,Canada Goose,Branta canadensis,Canada Goose,Aves,7089
302,7613,13015,74904408,Thu Apr 22 2021 10:46:24 GMT-0400 (EDT),2021-04-22,2021-04-22 14:46:24 UTC,Eastern Time (US & Canada),2895759,mgnc0,2021-04-23 02:51:24 UTC,2021-04-23 11:29:45 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/74904408,https://inaturalist-open-data.s3.amazonaws.com/photos/122481785/medium.jpg,,,,2,0,False,3.0,"Bartram Gardens, Philadelphia, PA, US",39.9346036188,-75.2099662157,374.0,,,,374.0,,open,False,,,Downy Woodpecker,Dryobates pubescens,Downy Woodpecker,Aves,792988
303,7614,13017,74966996,Fri Apr 23 2021 13:42:22 GMT-0400 (EDT),2021-04-23,2021-04-23 17:42:22 UTC,Eastern Time (US & Canada),1790321,laurenhallden,2021-04-23 20:33:54 UTC,2021-04-23 20:37:00 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/74966996,https://inaturalist-open-data.s3.amazonaws.com/photos/122589401/medium.jpg,,,,1,0,False,3.0,"Andorra, Philadelphia, PA, US",40.0532707572,-75.2573691265,500.0,,,,500.0,,open,False,,,Blue Jay,Cyanocitta cristata,Blue Jay,Aves,8229
304,7615,13018,74967276,Fri Apr 23 2021 14:33:19 GMT-0400 (EDT),2021-04-23,2021-04-23 18:33:19 UTC,Eastern Time (US & Canada),1790321,laurenhallden,2021-04-23 20:37:00 UTC,2021-09-05 04:37:37 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/74967276,https://inaturalist-open-data.s3.amazonaws.com/photos/122589425/medium.jpg,,,,3,1,False,3.0,"The Schuylkill Center For Environmental Education, Philadelphia, PA, US",40.0549163333,-75.2506766667,,,,,,,open,False,,,White-throated Sparrow,Zonotrichia albicollis,White-throated Sparrow,Aves,9184
305,7621,13025,75073353,Sat Apr 24 2021 14:48:38 GMT-0400 (EDT),2021-04-24,2021-04-24 18:48:38 UTC,Eastern Time (US & Canada),2860400,mensahs13e,2021-04-24 18:49:29 UTC,2021-09-05 14:53:21 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/75073353,https://inaturalist-open-data.s3.amazonaws.com/photos/122775112/medium.jpg,,,,1,0,False,3.0,"Wayne Ave, Philadelphia, PA, US",40.0479489628,-75.2017414548,65.0,,,,65.0,,open,False,,,Downy Woodpecker,Dryobates pubescens,Downy Woodpecker,Aves,792988
306,7622,13027,75090230,2021/04/24 9:46 AM EDT,2021-04-24,2021-04-24 13:46:00 UTC,Eastern Time (US & Canada),2821721,teamsquirrel,2021-04-24 20:55:50 UTC,2021-04-25 10:29:23 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/75090230,https://inaturalist-open-data.s3.amazonaws.com/photos/122802741/medium.jpg,,,Schuylkill Center,2,0,False,,"Shawmont Valley, Philadelphia, PA, USA",40.0553987135,-75.2527814935,8.0,,,,8.0,,open,False,,,Canada Goose,Branta canadensis,Canada Goose,Aves,7089
307,7624,13034,75171246,Thu Apr 22 2021 08:25:00 GMT-0400 (EDT),2021-04-22,2021-04-22 12:25:00 UTC,Eastern Time (US & Canada),2955444,vajragrrrl,2021-04-25 14:03:03 UTC,2021-05-01 17:37:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/75171246,https://inaturalist-open-data.s3.amazonaws.com/photos/122946193/medium.jpg,,,,1,0,False,3.0,"Laurel Hill Cemetery, Philadelphia, PA, US",40.00438055,-75.1900333333,9.0,,,,9.0,,open,False,,,American Robin,Turdus migratorius,American Robin,Aves,12727
308,7625,13038,75185590,Sun Apr 25 2021 10:58:27 GMT-0400 (EDT),2021-04-25,2021-04-25 14:58:27 UTC,Eastern Time (US & Canada),2559137,miriamrohr,2021-04-25 16:01:20 UTC,2021-09-05 04:42:49 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/75185590,https://inaturalist-open-data.s3.amazonaws.com/photos/123037935/medium.jpg,,,,1,0,False,3.0,"Wissahickon Valley Park, Philadelphia, PA, US",40.039054058,-75.2089562918,89.0,,,,89.0,,open,False,,,Ruffed Grouse,Bonasa umbellus,Ruffed Grouse,Aves,890
309,7627,13042,75213582,2021/04/24 1:59 PM EDT,2021-04-24,2021-04-24 17:59:00 UTC,Eastern Time (US & Canada),505286,navin_sasikumar,2021-04-25 19:12:49 UTC,2021-05-31 03:49:34 UTC,research,CC-BY,https://www.inaturalist.org/observations/75213582,https://inaturalist-open-data.s3.amazonaws.com/photos/123013143/medium.jpg,,,,1,0,False,,"Pennsylvania, US",40.0176583127,-75.2582368161,,,,,28000.0,obscured,open,True,,,Hairy Woodpecker,Dryobates villosus,Hairy Woodpecker,Aves,792990
310,7628,13043,75213627,2021/04/24 2:54 PM EDT,2021-04-24,2021-04-24 18:54:00 UTC,Eastern Time (US & Canada),505286,navin_sasikumar,2021-04-25 19:12:57 UTC,2021-05-22 10:47:46 UTC,research,CC-BY,https://www.inaturalist.org/observations/75213627,https://inaturalist-open-data.s3.amazonaws.com/photos/123013839/medium.jpg,,,"ID'd by call. Not nasal, typical American Crow call. ",1,0,False,,"Pennsylvania, US",40.1802813585,-75.3062451895,,,,,28000.0,obscured,open,True,,,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
311,7629,13044,75216061,Sun Apr 25 2021 14:59:13 GMT-0400 (EDT),2021-04-25,2021-04-25 18:59:13 UTC,Eastern Time (US & Canada),1790321,laurenhallden,2021-04-25 19:28:19 UTC,2021-04-25 19:49:03 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/75216061,https://inaturalist-open-data.s3.amazonaws.com/photos/123022290/medium.jpg,,,,1,0,False,3.0,"John Heinz National Wildlife Refuge at Tinicum, Philadelphia, PA, US",39.8800216667,-75.263205,,,,,,,open,False,,,Song Sparrow,Melospiza melodia,Song Sparrow,Aves,9100
312,7630,13045,75216969,Sun Apr 25 2021 13:55:20 GMT-0400 (EDT),2021-04-25,2021-04-25 17:55:20 UTC,Eastern Time (US & Canada),1790321,laurenhallden,2021-04-25 19:33:35 UTC,2021-04-27 11:57:28 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/75216969,https://inaturalist-open-data.s3.amazonaws.com/photos/123022343/medium.jpg,,,,1,0,False,3.0,"John Heinz National Wildlife Refuge at Tinicum, Philadelphia, PA, US",39.8841466667,-75.254725,,,,,,,open,False,,,Swamp Sparrow,Melospiza georgiana,Swamp Sparrow,Aves,9096
313,7635,13054,75248845,Sun Apr 25 2021 15:47:54 GMT-0400 (EDT),2021-04-25,2021-04-25 19:47:54 UTC,Eastern Time (US & Canada),3966971,lpeaker72,2021-04-25 23:05:23 UTC,2021-04-27 22:26:21 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/75248845,https://inaturalist-open-data.s3.amazonaws.com/photos/123078700/medium.jpg,,,,2,0,False,3.0,"Awbury Arboretum, Philadelphia, PA, US",40.0546305,-75.1718533333,4.0,,,,4.0,,open,False,,,American Robin,Turdus migratorius,American Robin,Aves,12727
314,7638,13059,75319364,Mon Apr 26 2021 11:37:12 GMT-0400 (EDT),2021-04-26,2021-04-26 15:37:12 UTC,Eastern Time (US & Canada),2841730,phlsci,2021-04-26 15:37:58 UTC,2021-04-27 21:25:42 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/75319364,https://inaturalist-open-data.s3.amazonaws.com/photos/123206263/medium.jpg,,,,2,0,False,3.0,"John Heinz National Wildlife Refuge at Tinicum, Philadelphia, PA, US",39.8854367389,-75.2626938467,8.0,,,,8.0,,open,False,,,Great Blue Heron,Ardea herodias,Great Blue Heron,Aves,4956
315,7642,13063,75327856,2021/04/17 5:53 PM PDT,2021-04-17,2021-04-18 00:53:00 UTC,Pacific Time (US & Canada),3896289,pascale11111111111111,2021-04-26 17:04:06 UTC,2021-04-27 21:28:04 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/75327856,https://inaturalist-open-data.s3.amazonaws.com/photos/123220590/medium.jpg,,,,3,0,False,,"University City, Philadelphia, PA, USA",39.9501333333,-75.1992805556,14.0,,,,14.0,,open,False,,,American Robin,Turdus migratorius,American Robin,Aves,12727
316,7645,13067,75362554,Sun Apr 25 2021 15:40:55 GMT-0400 (EDT),2021-04-25,2021-04-25 19:40:55 UTC,Eastern Time (US & Canada),3966971,lpeaker72,2021-04-26 22:15:49 UTC,2021-05-02 07:26:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/75362554,https://inaturalist-open-data.s3.amazonaws.com/photos/123282023/medium.jpg,,,,3,1,False,3.0,"E Johnson St, Philadelphia, PA, US",40.0561333333,-75.17183,11.0,,,,11.0,,open,False,,,Song Sparrow,Melospiza melodia,Song Sparrow,Aves,9100
317,7646,13068,75369305,Mon Apr 26 2021 17:40:51 GMT-0400 (EDT),2021-04-26,2021-04-26 21:40:51 UTC,Eastern Time (US & Canada),517787,jenovak,2021-04-26 23:20:48 UTC,2021-04-29 17:56:20 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/75369305,https://inaturalist-open-data.s3.amazonaws.com/photos/123294349/medium.jpg,,,,2,0,False,3.0,"Pennsylvania, US",40.1205972309,-75.2297705968,8.0,,,,28000.0,obscured,open,True,,,Canada Goose,Branta canadensis,Canada Goose,Aves,7089
318,7647,13069,75372101,Mon Apr 26 2021 19:45:57 GMT-0400 (EDT),2021-04-26,2021-04-26 23:45:57 UTC,Eastern Time (US & Canada),2800706,swhitts,2021-04-26 23:46:35 UTC,2021-05-22 10:49:35 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/75372101,https://inaturalist-open-data.s3.amazonaws.com/photos/123299341/medium.jpg,,,,2,0,False,3.0,"Cresheim Rd, Philadelphia, PA, US",40.0567868904,-75.1939294435,18.0,,,,18.0,,open,False,,,House Wren,Troglodytes aedon,House Wren,Aves,7562
319,7650,13073,75416137,Tue Apr 27 2021 07:24:53 GMT-0400 (EDT),2021-04-27,2021-04-27 11:24:53 UTC,Eastern Time (US & Canada),4271349,avatarudo,2021-04-27 11:55:42 UTC,2021-04-27 20:29:49 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/75416137,https://inaturalist-open-data.s3.amazonaws.com/photos/123380688/medium.jpg,,,,2,0,False,3.0,"John Heinz National Wildlife Refuge at Tinicum, Philadelphia, PA, US",39.8916245114,-75.2573369464,225.0,,,,225.0,,open,False,,,American Robin,Turdus migratorius,American Robin,Aves,12727
320,7651,13074,75419799,Tue Apr 27 2021 08:59:30 GMT-0400 (EDT),2021-04-27,2021-04-27 12:59:30 UTC,Eastern Time (US & Canada),1809744,brianwhite,2021-04-27 13:00:34 UTC,2021-04-27 14:58:34 UTC,research,CC-BY,https://www.inaturalist.org/observations/75419799,https://inaturalist-open-data.s3.amazonaws.com/photos/123387568/medium.jpg,,,,1,0,False,3.0,"Children's Hospital of Philadelphia, Philadelphia, PA, US",39.94686167,-75.19467167,25.0,,,,25.0,,open,False,,,American Robin,Turdus migratorius,American Robin,Aves,12727
321,7656,13080,75474915,2021/04/27 2:10 PM EDT,2021-04-27,2021-04-27 18:10:00 UTC,Eastern Time (US & Canada),521996,brennafarrell,2021-04-27 21:44:35 UTC,2021-05-06 12:18:21 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/75474915,https://static.inaturalist.org/photos/123481315/medium.jpeg,,,,1,0,False,,"Somerton, Philadelphia, PA 19116, USA",40.1182234994,-75.0232183421,100.0,,,,100.0,,open,False,,,Blue Jay,Cyanocitta cristata,Blue Jay,Aves,8229
322,7660,13084,75528058,2021-04-28 07:04:24,2021-04-28,2021-04-28 11:04:24 UTC,Eastern Time (US & Canada),589899,robizzy,2021-04-28 11:04:56 UTC,2021-09-05 20:38:27 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/75528058,https://inaturalist-open-data.s3.amazonaws.com/photos/123580893/medium.jpeg,,,,1,0,False,2.0,"Reservoir Dr & Smith Day Nursery Dr - 1, Philadelphia, PA 19121, USA",39.9840533129,-75.1954014972,559.0,,,,559.0,,open,False,gps,gps,House Wren,Troglodytes aedon,House Wren,Aves,7562
323,7662,13086,75587172,2021/04/19 5:47 PM EDT,2021-04-19,2021-04-19 21:47:00 UTC,Eastern Time (US & Canada),4201445,ealvap,2021-04-28 21:28:26 UTC,2021-04-28 21:49:52 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/75587172,https://inaturalist-open-data.s3.amazonaws.com/photos/123678743/medium.jpg,,,,2,0,False,,"Spruce Hill, Philadelphia, PA, Estats Units d'Amèrica",39.9493904111,-75.2105865478,,,,,,,open,False,,,American Robin,Turdus migratorius,American Robin,Aves,12727
324,7664,13088,75638262,2021-04-29 5:42:18 AM EDT,2021-04-29,2021-04-29 09:42:18 UTC,Eastern Time (US & Canada),2538398,that_hippie_chick,2021-04-29 09:47:22 UTC,2021-10-13 18:01:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/75638262,https://inaturalist-open-data.s3.amazonaws.com/photos/123773673/medium.jpeg,,,,1,0,False,2.0,"Center City East, Philadelphia, PA, USA",39.9538815,-75.1502377,,,,,,,open,False,gps,gps,Wood Thrush,Hylocichla mustelina,Wood Thrush,Aves,13270
325,7666,13090,75644087,2021-04-29 7:39:44 AM EDT,2021-04-29,2021-04-29 11:39:44 UTC,Eastern Time (US & Canada),2538398,that_hippie_chick,2021-04-29 11:47:37 UTC,2021-10-13 18:01:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/75644087,https://inaturalist-open-data.s3.amazonaws.com/photos/123782934/medium.jpeg,,,,3,0,False,2.0,"Center City East, Philadelphia, PA, USA",39.9497721611,-75.1504791056,,,,,,,open,False,,,White-throated Sparrow,Zonotrichia albicollis,White-throated Sparrow,Aves,9184
326,7677,13105,75787872,2021-04-30 07:24:22,2021-04-30,2021-04-30 11:24:22 UTC,Eastern Time (US & Canada),505286,navin_sasikumar,2021-04-30 11:26:59 UTC,2021-04-30 11:59:42 UTC,research,CC-BY,https://www.inaturalist.org/observations/75787872,https://inaturalist-open-data.s3.amazonaws.com/photos/124020325/medium.jpeg,,,,2,0,False,2.0,"East Falls, Philadelphia, PA, USA",40.0138268997,-75.191089,,,,,,,open,False,gps,gps,American Robin,Turdus migratorius,American Robin,Aves,12727
327,7683,13111,75790499,Fri Apr 30 2021 06:01:08 GMT-0400 (EDT),2021-04-30,2021-04-30 10:01:08 UTC,Eastern Time (US & Canada),4096030,dankwildlife,2021-04-30 11:44:30 UTC,2021-11-06 23:06:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/75790499,https://inaturalist-open-data.s3.amazonaws.com/photos/124024016/medium.jpg,,,"22ft from window, cold, stiff, smashed",4,0,False,3.0,"National Constitution Center, Philadelphia, PA, US",39.9533212122,-75.1491842113,56.0,,,,56.0,,,False,,,White-throated Sparrow,Zonotrichia albicollis,White-throated Sparrow,Aves,9184
328,7687,13116,75808491,2021-04-30 09:21:33,2021-04-30,2021-04-30 13:21:33 UTC,Indiana (East),1686580,jennifer_sheffield,2021-04-30 13:24:24 UTC,2021-04-30 13:45:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/75808491,https://inaturalist-open-data.s3.amazonaws.com/photos/124051330/medium.jpeg,,,"You have to zoom in, but there are two goldfinches on a rosebush. (First I've seen this year!)",1,0,False,2.0,"Germantown, Philadelphia, PA, USA",40.03838351,-75.18721042,18.0,,,,18.0,,open,False,,,American Goldfinch,Spinus tristis,American Goldfinch,Aves,145310
329,7688,13118,75821896,2021/04/30 6:57 AM EDT,2021-04-30,2021-04-30 10:57:00 UTC,Eastern Time (US & Canada),4306549,mjkurz,2021-04-30 14:20:03 UTC,2021-04-30 15:46:13 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/75821896,https://inaturalist-open-data.s3.amazonaws.com/photos/124070493/medium.jpg,,,,1,0,False,,"Southwest Philadelphia, Philadelphia, PA, USA",39.8899865833,-75.2598340278,,,,,,,open,False,,,Canada Goose,Branta canadensis,Canada Goose,Aves,7089
330,7692,13124,75840916,2021/04/30 7:27 AM EDT,2021-04-30,2021-04-30 11:27:00 UTC,Eastern Time (US & Canada),1186227,ischramm,2021-04-30 15:29:46 UTC,2021-04-30 15:37:45 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/75840916,https://inaturalist-open-data.s3.amazonaws.com/photos/124098373/medium.jpeg,,,,1,0,False,,"University City, Philadelphia, PA, USA",39.9487083727,-75.203624156,11.0,,,,11.0,,open,False,,,American Robin,Turdus migratorius,American Robin,Aves,12727
331,7694,13126,75840923,2021/04/30 7:32 AM EDT,2021-04-30,2021-04-30 11:32:00 UTC,Eastern Time (US & Canada),1186227,ischramm,2021-04-30 15:29:47 UTC,2021-04-30 15:37:39 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/75840923,https://inaturalist-open-data.s3.amazonaws.com/photos/124098453/medium.jpeg,,,,1,0,False,,"University City, Philadelphia, PA, USA",39.9482833537,-75.2040070593,9.0,,,,9.0,,open,False,,,Chipping Sparrow,Spizella passerina,Chipping Sparrow,Aves,9135
332,7698,13130,75844210,Fri Apr 30 2021 09:14:11 GMT-0400 (EDT),2021-04-30,2021-04-30 13:14:11 UTC,Eastern Time (US & Canada),1690094,saw-whet,2021-04-30 15:41:02 UTC,2021-04-30 16:50:28 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/75844210,https://inaturalist-open-data.s3.amazonaws.com/photos/124104394/medium.jpg,,,,1,0,False,3.0,"I-95 S, Philadelphia, PA, US",39.8873383372,-75.21287,500.0,,,,500.0,,open,False,,,Common Gallinule,Gallinula galeata,Common Gallinule,Aves,144479
333,7701,13133,75845000,Fri Apr 30 2021 08:51:11 GMT-0400 (EDT),2021-04-30,2021-04-30 12:51:11 UTC,Eastern Time (US & Canada),1690094,saw-whet,2021-04-30 15:44:17 UTC,2021-04-30 19:44:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/75845000,https://inaturalist-open-data.s3.amazonaws.com/photos/124105923/medium.jpg,,,,1,0,False,3.0,"I-95 N, Philadelphia, PA, US",39.8878796011,-75.2170173242,143.0,,,,143.0,,open,False,,,Canada Goose,Branta canadensis,Canada Goose,Aves,7089
334,7703,13135,75845525,Fri Apr 30 2021 10:05:53 GMT-0400 (EDT),2021-04-30,2021-04-30 14:05:53 UTC,Eastern Time (US & Canada),1690094,saw-whet,2021-04-30 15:46:15 UTC,2021-04-30 19:15:45 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/75845525,https://inaturalist-open-data.s3.amazonaws.com/photos/124106517/medium.jpg,,,,1,0,False,3.0,"Eastwick, Philadelphia, PA, US",39.8913405779,-75.2123389407,23.0,,,,23.0,,open,False,,,Spotted Sandpiper,Actitis macularius,Spotted Sandpiper,Aves,72458
335,7705,13137,75845908,Fri Apr 30 2021 10:36:39 GMT-0400 (EDT),2021-04-30,2021-04-30 14:36:39 UTC,Eastern Time (US & Canada),1690094,saw-whet,2021-04-30 15:47:49 UTC,2021-04-30 19:15:39 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/75845908,https://inaturalist-open-data.s3.amazonaws.com/photos/124106883/medium.jpg,,,,1,0,False,3.0,"I-95 S, Philadelphia, PA, US",39.8915437555,-75.2204308966,23.0,,,,23.0,,open,False,,,Solitary Sandpiper,Tringa solitaria,Solitary Sandpiper,Aves,3875
336,7707,13159,75881484,Fri Apr 30 2021 08:15:28 GMT-0400 (EDT),2021-04-30,2021-04-30 12:15:28 UTC,Eastern Time (US & Canada),3779202,acdelgrosso,2021-04-30 17:58:53 UTC,2021-04-30 19:13:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/75881484,https://inaturalist-open-data.s3.amazonaws.com/photos/124161507/medium.jpg,,,,2,0,False,3.0,"John Heinz National Wildlife Refuge at Tinicum, Philadelphia, PA, US",39.8866344465,-75.2566934766,174.0,,,,174.0,,open,False,,,Green Heron,Butorides virescens,Green Heron,Aves,5020
337,7708,13160,75883234,Fri Apr 30 2021 14:05:22 GMT-0400 (EDT),2021-04-30,2021-04-30 18:05:22 UTC,Eastern Time (US & Canada),3666661,zandmama,2021-04-30 18:05:51 UTC,2021-04-30 19:12:49 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/75883234,https://inaturalist-open-data.s3.amazonaws.com/photos/124164362/medium.jpg,,,,2,0,False,3.0,"Wissahickon Creek, Philadelphia, PA, US",40.0548645128,-75.2178378412,8.0,,,,8.0,,open,False,,,Canada Goose,Branta canadensis,Canada Goose,Aves,7089
338,7711,13164,75898588,Fri Apr 30 2021 13:42:45 GMT-0400 (EDT),2021-04-30,2021-04-30 17:42:45 UTC,Eastern Time (US & Canada),1950727,clcasstevens,2021-04-30 19:08:45 UTC,2021-04-30 20:15:44 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/75898588,https://inaturalist-open-data.s3.amazonaws.com/photos/124189334/medium.jpg,,,,1,0,False,3.0,"Christian St, Philadelphia, PA, US",39.9419994813,-75.1840899662,65.0,,,,65.0,,open,False,,,American Goldfinch,Spinus tristis,American Goldfinch,Aves,145310
339,7714,13167,75902298,Fri Apr 30 2021 06:29:56 GMT-0400 (EDT),2021-04-30,2021-04-30 10:29:56 UTC,Eastern Time (US & Canada),1602888,eisnature,2021-04-30 19:21:25 UTC,2021-04-30 19:23:16 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/75902298,https://inaturalist-open-data.s3.amazonaws.com/photos/124195169/medium.jpg,,,,2,0,False,3.0,"Wigard Ave, Philadelphia, PA, US",40.0517794571,-75.2294270509,88.0,,,,88.0,,open,False,,,American Robin,Turdus migratorius,American Robin,Aves,12727
